7,2,7,2.7623,1.48511,7.34361,12.1131,4.6664,0,4.69812,190.798,-0.053892,0.145118,0.211615,69.6573,1
4,1,6,3.3017,1.5629,7.00864,12.2117,4.78359,0,4.41955,194.473,-0.037825,0.167054,0.203861,13.9173,1
6,2,4,2.0898,1.51804,4.23635,13.5473,0,12.1898,4.2488,84.2512,-0.057173,0.099673,0.294594,133.068,1
4,2,2,2.9733,1.99787,3.31788,14.7669,2.39935,0,3.97429,172.131,-0.02381,0.124899,0.41246,42.0878,1
7,2,4,2.327,1.45444,5.33791,13.1433,0,12.1307,3.66617,133.933,-0.057786,0.098036,0.286175,120.403,1
4,1,1,2.5148,1.91303,3.4895,17.4452,2.4763,0,4.0159,273.695,-0.015451,0.124901,0.40526,18.0834,1
4,2,0,2.6213,2.00506,5.76939,17.7337,2.51505,0,3.50253,324.76,-0.009608,0.121758,0.39182,25.8245,1
4,1,2,3.1792,1.94814,3.35227,14.8043,2.41268,0,4.02815,195.332,-0.022486,0.125917,0.412516,17.5249,1
3,3,0,2.4154,2.08605,5.43368,17.6057,2.47505,0,3.37705,296.173,-0.010125,0.120767,0.39177,60.6535,1
1,0,0,2.6544,3.16849,1.27083,0,0,0,2.16898,237.768,-0.004678,0.080272,0.193559,0,1
2,0,0,2.9044,2.75418,2.65972,0,0,0,2.36004,249.661,-0.004677,0.086913,0.188908,0,1
4,2,2,2.3663,1.5792,2.29666,15.3076,2.36655,12.1581,5.21857,334.4,-0.021662,0.144153,0.218726,55.5328,1
11,0,4,5.0565,2.47551,4.83046,8.36467,2.17111,11.6823,3.68994,230.175,-0.0374,0.162407,0.229468,22.1538,1
0,1,0,2.1456,1.91117,4.65138,17.9436,2.6331,0,3.55815,283.39,-0.011847,0.121588,0.401301,15.5583,1
2,0,0,2.9044,2.62721,2.70602,0,0,0,2.42213,256.573,-0.004376,0.086033,0.189367,0,1
3,3,2,2.7674,2.07937,3.00107,14.6545,2.35935,0,3.71671,143.546,-0.024721,0.123882,0.412404,81.2365,1
0,0,0,2.5328,2.18411,5.94676,0,0,0,2.09917,238.261,-0.003695,0.095403,0.198888,0,1
0,0,0,2.7372,2,9,0,0,0,2.04391,249.433,-0.001916,0.083333,0.166667,0,1
3,0,0,3.3606,2.83182,4.08268,0,0,0,2.67738,280.394,-0.004427,0.075303,0.164231,0,1
3,2,0,0.835701,2.51524,1.16403,10.6104,0,0,2.85299,248.058,-0.009356,0.165281,0.164379,30.7515,1
4,1,0,2.8272,1.9557,5.80186,17.7764,2.52838,0,3.59652,343.845,-0.008953,0.12275,0.391871,2.03877,1
4,0,0,3.565,2.44747,7.00861,0,0,0,3.02565,306.695,-0.003045,0.066017,0.162015,0,1
3,0,0,3.1088,2.33909,5.53639,0,0,0,2.68448,274.638,-0.003555,0.076063,0.186671,0,1
2,0,0,2.6526,2.19061,4.07639,0,0,0,2.34229,243.931,-0.003789,0.089683,0.220179,0,1
4,2,2,3.7966,1.63095,7.85932,15.7659,2.55886,0,4.47693,286.152,-0.019699,0.115399,0.347746,25.8498,1
1,0,5,4.1775,2.04012,0.43819,13.4148,0,0,3.70931,10.6162,-0.044306,0.120152,0.212493,11.3733,1
8,2,2,2.1519,1.39035,10.433,16.2805,0,0,4.06943,388.929,-0.016961,0.097519,0.272137,29.4003,1
2,1,0,2.9746,1.92513,14.2394,11.3845,0,0,3.34367,374.077,-0.006179,0.147122,0.109889,5.94642,1
0,1,0,2.1696,2.42247,3.65,8.52676,0,0,2.63677,196.761,-0.014807,0.234315,0.563328,4.59308,1
7,3,2,1.3097,1.99461,0.999663,14.0931,0,0,3.77466,244.397,-0.033699,0.104579,0.327699,59.7484,1
2,2,4,2.8446,2.24642,0,14.4671,0,11.7374,3.51527,12.6583,-0.070179,0.163783,0.216321,110.266,1
0,0,2,1.6514,3.18288,0,0,0,0,1.37171,144.513,-0.001987,0.5,1,0,1
4,2,1,2.3089,1.96702,3.4551,17.4025,2.46296,0,3.95817,256.622,-0.015717,0.123891,0.405206,42.8396,1
2,2,3,0.077105,1.83826,3.28969,4.22719,0,0,3.46786,340.801,-0.034323,0.098414,0.289096,80.3538,1
0,1,1,1.5341,1.91426,4.44638,15.1232,2.52199,0,3.55011,306.396,-0.015149,0.116397,0.351274,28.2928,1
1,0,3,3.1714,2.2429,0.14586,15.349,1.63006,12.0245,3.58815,97.0481,-0.046154,0.184371,0.232936,52.0819,1
1,1,3,2.9655,2.20649,0.121554,15.175,0,11.6564,3.47313,42.691,-0.055906,0.181132,0.238877,64.4358,1
7,1,2,1.5258,2.12581,2.90912,16.1174,2.3143,0,4.32629,380.11,-0.017523,0.101658,0.277663,36.1568,1
8,2,3,1.9537,1.39169,10.5054,12.3963,0,0,3.77762,325.724,-0.016151,0.100589,0.28292,28.5416,1
2,0,7,2.5341,3.8837,0,0,0,0,2.16724,-234.284,-0.141395,0.347387,0.238025,10.7454,1
2,1,5,3.3922,2.07194,0,15.2752,0,0,3.729,51.2634,-0.051601,0.129911,0.222497,57.4587,1
2,1,2,4.3405,1.7221,7.50519,0,0,11.8529,3.75514,282.223,-0.050548,0.149263,0.265189,81.5882,1
9,2,4,1.9065,1.6721,6.47511,19.0377,2.4492,0,4.6599,281.319,-0.040412,0.087005,0.238791,70.657,1
0,0,0,1.83,3,0,12,0,0,2.01945,77.8081,-0.021206,0.166667,0.166667,0,1
0,0,0,2.3162,3.02147,0,10.2616,0,0,2.30699,116.207,-0.016773,0.158026,0.157266,0,1
0,0,0,2.8024,3.13486,0,8.35648,0,0,2.44428,139.823,-0.01452,0.149835,0.148459,0,1
1,1,3,2.5327,2.21361,-0.19326,14.238,1.51301,24.0476,3.37996,15.1321,-0.067666,0.151679,0.204182,92.2616,1
1,0,4,4.1266,2.04186,0.441277,14.0595,0,0,3.73533,103.475,-0.044666,0.0931,0.210293,61.7234,1
0,0,6,1.1928,4.58486,0,0,0,0,1.4211,-209.087,-0.371962,1,0.166667,209.087,1
1,0,3,2.7386,2.25623,-0.168955,14.4121,3.03682,24.5745,3.48974,65.5456,-0.056784,0.152764,0.198795,76.6256,1
0,0,5,2.5092,3.57974,0,0,0,0,1.71589,-220.191,-0.111487,0.620967,0.25251,0.241526,1
0,0,3,1.7428,3.12666,0,0,0,0,1.70116,-160.674,-0.064067,0.510865,0.392557,0,1
0,0,0,2.8024,3.03245,0,8.48148,0,0,2.63331,152.628,-0.013485,0.149655,0.141289,0,1
4,2,1,2.5499,1.7554,7.99996,9.15576,0,0,3.91565,383.282,-0.017101,0.12283,0.41326,12.8243,1
6,1,2,6.1422,1.82327,0.822777,28.0049,0,13.4668,4.65399,282.626,-0.024778,0.137809,0.188575,28.3943,1
0,0,0,2.8024,3.07766,0,8.44907,0,0,2.56915,154.784,-0.01337,0.150311,0.147702,0,1
0,0,5,2.2113,3.61672,0,0,0,0,1.6535,-205.141,-0.12547,0.559609,0.293109,38.9536,1
2,0,5,2.143,3.80962,0,0,0,0,2.17287,-91.5935,-0.086955,0.448634,0.374816,11.5718,1
7,2,1,1.3986,2.01059,7.78454,6.23626,0,11.479,3.43676,300.907,-0.035812,0.116101,0.332118,63.613,1
3,0,7,2.667,4.02513,0,0,0,0,2.18187,-212.896,-0.138584,0.323791,0.203596,51.1446,1
4,1,2,4.0025,1.63191,7.90612,15.8034,2.5722,0,4.14195,273.817,-0.020375,0.116351,0.347869,9.19986,1
8,2,3,2.8307,1.21138,10.1479,16.3366,0,0,4.31961,432.397,-0.018939,0.107191,0.241554,28.801,1
1,0,0,2.7724,2.83209,1.13972,10.4552,0,0,2.51938,158.89,-0.014182,0.140687,0.139986,0,1
4,1,3,2.9867,1.68745,7.22295,13.9699,2.33108,24.1809,4.30943,240.354,-0.079435,0.398348,0.270264,85.9752,1
8,2,3,3.7191,1.20629,10.423,16.8684,0,0,4.35595,406.814,-0.014461,0.093176,0.247857,23.0282,1
4,3,3,1.0672,3.08206,2.14788,0,0,34.9185,3.13789,185.229,-0.06081,0.158541,0.201265,145.54,1
1,4,2,1.362,2.42782,1.8768,5.49181,0,0,3.16438,91.6117,-0.032585,0.160693,0.347357,24.565,1
1,2,3,0.981499,2.42804,3.77092,0,1.03854,35.6023,3.25951,230.454,-0.051656,0.161305,0.204657,134.767,1
0,0,4,1.854,3.28408,-1.25695,0,0,0,1.59612,-138.664,-0.12033,0.641628,0.271116,0,1
3,2,2,0.789701,2.02581,2.32911,5.95282,2.36244,11.3575,4.02521,360.737,-0.022466,0.156068,0.255785,64.013,1
1,0,5,2.6069,2.30082,-0.150153,10.1147,1.37143,34.128,3.6675,33.2174,-0.115602,0.263325,0.198484,171.572,1
0,2,2,0.1151,2.62817,0,1.6131,1.03787,22.6744,2.93249,209.9,-0.053347,0.140015,0.228641,135.686,1
1,0,4,3.5131,2.027,0.497388,15.983,0,0,3.70384,69.5234,-0.039101,0.120964,0.21393,10.061,1
4,3,3,1.0672,2.90612,1.74882,0,0,34.6687,3.21345,186.391,-0.063307,0.158573,0.201344,150.577,1
0,0,0,1.3761,0,0,0,0,0,0.974965,95.527,-0.01294,0.25,1,0,1
2,0,1,1.3779,2.43164,0,9.66332,5.42537,12.353,3.62371,288.832,-0.022692,0.208824,0.263372,31.8484,1
1,2,1,2.6791,2.319,0,15.4069,1.5463,11.753,3.29631,115.323,-0.041382,0.232377,0.252122,48.2483,1
0,0,0,1.3686,2.25,4.5,0,0,0,1.49602,120.255,-0.010307,0.166667,0.333333,0,1
2,0,1,0.7481,2.23975,1.6875,0,0,0,2.34661,218.399,-0.016116,0.121176,0.821295,9.64315,1
1,1,3,2.5327,2.21361,-0.19326,14.238,1.51301,24.0476,3.37996,15.1321,-0.067666,0.151679,0.204182,92.2616,1
1,1,3,2.2936,2.02163,2.22077,9.02138,2.10671,12.4035,3.47009,211.109,-0.040419,0.160573,0.197421,68.8202,1
7,2,2,0.766702,1.86949,9.31547,8.37391,0,0,4.47515,355.504,-0.034865,0.113908,0.388494,73.8686,0
4,1,5,1.7569,1.21569,9.77795,4.64446,1.89476,12.9314,4.96828,374.495,-0.041412,0.096835,0.215776,105.794,0
1,4,3,0.2679,2.87896,0,1.72861,0,0,3.19305,126.176,-0.060386,0.156837,0.297468,51.1801,0
2,3,2,1.0689,2.24681,0,18.6059,0,23.9969,3.31363,91.9023,-0.05392,0.154653,0.215971,132.952,0
0,0,3,0.424599,2.69394,0,1.51935,2.4313,23.1613,3.06209,214.905,-0.053229,0.207161,0.204775,97.5434,0
5,2,3,1.8028,3.33468,0.827105,0,0.981176,36.1595,3.50859,228.476,-0.050396,0.149909,0.180837,117.815,0
3,1,1,-0.3444,2.41182,2.22241,7.90537,0,0,2.94527,279.076,-0.011568,0.163451,0.645935,18.7981,0
2,2,4,3.9813,1.99015,0.318568,11.828,1.75993,0,3.78601,154.238,-0.043115,0.116091,0.189441,72.2159,0
1,0,1,0.5629,2.87802,0.666667,0,0,9.8125,1.93598,128.666,-0.056026,0.354351,0.823951,44.5728,0
1,0,1,1.6069,2.37097,0,9.61134,3.49306,11.6034,3.14717,195.788,-0.036217,0.258642,0.272267,48.8827,0
0,0,2,1.0729,1.62072,0.194444,0,0,0,1.31224,-90.8105,-0.079667,0.44301,0.5,0,0
7,3,4,0.629903,1.52381,3.7384,18.0922,0,24.3221,4.00861,232.83,-0.057071,0.176278,0.204421,81.6282,0
0,2,1,2.79,2.36791,4.67894,8.14555,0,0,3.33598,228.121,-0.026673,0.157638,0.401435,23.8403,0
5,2,4,3.193,3.14051,2.25867,0,0,24.0099,3.20768,164.304,-0.056008,0.176754,0.204098,60.0417,0
1,1,1,0.3683,2.35462,0,0,0,0,1.74759,141.171,-0.05445,0.445644,0.833841,49.879,0
0,0,1,-0.103999,2.84341,0,0,0,9.44444,1.72462,88.6958,-0.063711,0.404284,0.96185,46.0728,0
2,1,1,0.5145,1.99912,1.19444,0,0,0,1.81959,142.189,-0.061179,0.426626,0.805146,58.6633,0
1,1,1,-0.0092,1.6655,0.25,0,0,0,1.50758,114.292,-0.070817,0.478953,0.904591,58.0725,0
2,3,3,-0.148496,1.8589,3.128,3.79317,0,0,3.26962,277.419,-0.050612,0.097916,0.286548,125.08,0
4,3,1,2.3985,1.47039,11.1774,3.98204,2.35426,0,4.59909,448.575,-0.005566,0.125782,0.271685,45.7923,0
2,1,1,0.8338,2.56121,0.305555,0,0,0,1.95948,170.08,-0.048692,0.388207,0.732078,52.8039,0
3,6,2,0.6575,2.25027,0,11.9904,0,0,3.9762,141.329,-0.041031,0.148929,0.285819,82.1971,0
3,0,2,2.1335,2.7705,1.02776,7.73602,0,21.3026,3.58269,183.088,-0.12069,0.229451,0.347139,79.931,0
4,0,2,1.2757,3.64039,3.37861,0,0,20.7365,3.01224,184.534,-0.13432,0.311232,0.397945,76.0738,0
9,2,2,2.1628,1.3765,9.74728,17.7258,0,11.9574,3.99701,359.62,-0.021797,0.098919,0.22928,41.8726,0
4,1,4,2.9566,1.88861,0.235519,11.2709,1.88196,21.9305,4.6819,252.278,-0.078456,0.236184,0.18231,107.737,0
0,2,3,-1.342,2.66821,0,1.51935,1.35787,22.5363,2.90633,174.724,-0.059937,0.164643,0.254903,152.609,0
0,2,2,0.1151,2.63745,0,1.51935,2.44435,22.8541,2.88956,204.46,-0.055616,0.141037,0.236592,127.365,0
2,1,5,4.0057,2.0879,0,13.2246,0,0,3.76837,69.973,-0.060158,0.121762,0.209281,107.391,0
3,2,1,-0.5503,2.44382,2.18884,7.86671,0,0,3.1369,252.456,-0.016719,0.16214,0.645935,56.281,0
2,0,6,2.6184,1.93823,0.365801,7.03986,1.60929,12.7231,4.37209,162.524,-0.050918,0.125414,0.165208,78.108,0
3,2,2,0.7084,2.76235,0,6.30954,0,10.5245,3.06011,108.142,-0.066784,0.201704,0.329846,100.184,0
1,2,2,1.9564,2.03757,0,15.4912,1.56963,11.8614,3.25852,133.824,-0.058544,0.196228,0.217998,74.4008,0
4,1,2,2.8907,1.65685,7.5781,14.9399,2.45775,12.0141,4.06623,296.05,-0.04387,0.298468,0.366412,63.3454,0
2,3,2,-1.2632,2.50017,1.97736,3.82009,0,0,2.51375,162.98,-0.025443,0.168693,0.747802,86.185,0
8,3,2,1.1566,2.0851,7.24867,3.65579,0,11.5201,3.50825,283.117,-0.053006,0.101603,0.284122,112.573,0
4,2,4,-1.1964,2.73536,-0.576223,5.85356,0,31.2711,3.12736,5.73685,-0.195663,0.175287,0.260504,160.801,0
5,2,3,1.1731,1.69997,4.57582,9.61199,0,0,3.93425,316.244,-0.04149,0.097556,0.28283,84.5014,0
2,0,4,-0.2465,3.08663,0,5.80852,0,31.5541,2.98295,36.6804,-0.16648,0.259749,0.315163,130.189,0
7,1,5,2.2765,3.84255,0.854381,0,0.707886,20.9499,2.8335,-51.623,-0.082722,0.299966,0.295768,44.1255,0
5,0,2,3.9541,2.04051,2.43251,18.677,3.0238,25.7388,3.90096,216.156,-0.042424,0.153246,0.161155,68.9548,0
5,3,4,-1.3049,1.71376,2.96692,7.79199,0,22.7001,3.37515,219.706,-0.067975,0.198185,0.244298,97.6994,0
5,2,6,0.969702,1.22391,7.66108,4.59776,1.66328,12.9658,4.00475,298.839,-0.056037,0.085529,0.192541,151.843,0
5,3,5,-0.556499,1.74157,2.8882,5.73427,0,22.7646,3.45532,175.699,-0.055313,0.198727,0.245344,81.4621,0
14,1,5,3.9743,2.04369,4.70976,11.9319,0,0,4.37982,461.171,-0.031477,0.075042,0.168169,43.6448,0
10,2,5,1.4056,1.43354,3.61834,13.7949,0,23.1794,4.06047,272.883,-0.0551,0.158069,0.186465,81.4279,0
16,4,7,3.08241,1.29616,4.03514,25.1596,4.30867,27.3484,4.78497,423.945,-0.043267,0.062867,0.10324,121.07,0
4,5,4,-2.0888,2.80651,0.16287,4.1243,0,20.74,3.07531,72.6608,-0.172969,0.105801,0.296981,253.702,0
9,6,6,0.230501,2.26147,2.34787,1.92894,0,0,3.51148,189.457,-0.054091,0.087472,0.155006,50.7356,0
8,5,3,-0.288897,2.74346,0.327899,4.81285,0,0,3.60783,267.098,-0.056618,0.096291,0.285698,163.089,0
10,3,6,0.810204,1.36997,3.83222,9.81526,2.08323,12.2713,4.20178,301.852,-0.048105,0.089037,0.215543,103.176,0
1,1,3,-0.2562,3.18572,0,5.6413,0,20.3013,2.38948,-6.23287,-0.203888,0.263921,0.346706,135.59,0
8,2,5,-0.529199,1.65326,3.1513,4.02202,0,21.5573,3.37006,233.756,-0.070792,0.17487,0.215718,91.74,0
3,8,2,-0.0891,2.28603,0,9.5357,0,0,4.11911,169.217,-0.047765,0.131913,0.261093,95.8748,0
2,4,2,0.4522,2.43812,0,5.70381,1.97174,0,3.78445,283.12,-0.033431,0.12836,0.278996,56.7502,0
9,3,4,-0.521098,2.24569,3.17461,4.01829,0,20.7019,3.57166,230.225,-0.094294,0.174421,0.204996,109.494,0
4,0,5,2.7619,2.25166,-0.28135,11.7578,0,35.2805,4.07963,41.4983,-0.123405,0.167677,0.249458,123.897,0
3,1,5,2.8411,2.01292,0.207603,15.5776,0,0,3.78714,57.5553,-0.055356,0.124468,0.229418,64.0589,0
3,3,2,0.6837,2.25202,1.90203,12.3796,0,0,3.67313,200.601,-0.022246,0.139755,0.397555,79.9866,0
3,4,4,-1.6267,1.94059,1.67781,3.21394,0,11.5152,3.27925,178.956,-0.084636,0.110006,0.21474,158.621,0
10,3,5,2.5866,1.20619,3.87787,18.6392,2.08735,12.4884,4.09176,262.17,-0.041263,0.087108,0.208773,72.1599,0
3,1,7,1.6129,1.92716,0.297189,6.88078,1.56121,12.7322,4.62218,146.048,-0.060759,0.108732,0.160486,113.096,0
2,3,1,-0.6038,2.49748,1.86663,10.0704,0,0,3.17895,259.288,-0.015258,0.135935,0.46381,88.1983,0
9,5,3,-0.561696,2.37263,1.11316,7.14657,0,10.75,5.04221,276.129,-0.052713,0.086068,0.234547,133.55,0
8,3,4,0.1079,2.1693,2.57858,1.71048,0,0,3.45672,211.623,-0.051391,0.116759,0.20063,55.958,0
8,5,9,-2.572,1.69596,-0.508003,7.88157,1.84297,55.6828,5.48813,84.6985,-0.190685,0.07545,0.119993,273.533,0
6,7,5,0.3054,2.26662,0,9.57484,0,0,4.56908,162.686,-0.056366,0.08636,0.186424,112.258,0
5,7,3,-0.2221,2.24594,0,9.41645,0,11.0261,4.49336,187.988,-0.051549,0.122176,0.204772,126.542,0
6,2,8,0.853899,1.88152,-0.439081,6.81718,1.54294,12.7874,4.60519,123.795,-0.075484,0.092553,0.14227,146.771,0
8,3,5,2.1877,1.44223,4.30732,9.69081,0,12.3376,4.42536,319.696,-0.033303,0.109419,0.199652,121.619,0
9,3,5,0.936701,1.45168,4.08241,11.3188,0,12.3332,4.00822,383.355,-0.033139,0.099964,0.176907,121.262,0
