4.5835e+11,0.28095,0.10324,0.193,0.15922,0,0
4.6061e+11,0.28033,0.10278,0.19835,0.16189,0,26
2.8029e+11,0.27786,0.10346,0.18805,0.1516,0,0
1.5591e+11,0.27642,0.13549,0.19815,0.1724,0,0
1.6347e+11,0.27065,0.17128,0.18352,0.15221,0,0
3.5873e+11,0.27065,0.089863,0.18723,0.14871,0,23
2.7599e+11,0.27003,0.1027,0.19444,0.15324,0,22
2.3131e+11,0.2688,0.10052,0.18826,0.15901,0,0
4.7878e+11,0.26653,0.16761,0.19114,0.15839,0,0
3.5779e+11,0.26014,0.15332,0.18538,0.15036,0,20
4.9738e+11,0.25911,0.14892,0.18002,0.14706,0,19
1.0081e+12,0.25726,0.10528,0.17116,0.14068,0,23
3.8144e+11,0.25582,0.17816,0.1829,0.15077,0,15
5.0461e+11,0.25438,0.16741,0.16807,0.13203,0,18
3.2646e+11,0.25211,0.14349,0.15984,0.12667,0,15
1.0846e+11,0.25149,0.097076,0.17281,0.13965,0,21
1.5591e+11,0.25067,0.11408,0.16828,0.12935,0,20
2.2105e+11,0.24861,0.1319,0.18002,0.14521,0,16
1.6455e+11,0.24284,0.17928,0.17055,0.13429,0,18
6.1827e+10,0.23646,0.15283,0.15757,0.12482,0,16
